"Pathways"	"TopCut_highestMinuslogP_meanUPandDOWN"	"maximum_MinuslogP_meanUPandDOWN"	"sum_MinuslogP_meanUPandDOWN"	"times_significant_meanUPandDOWN"	"FirstTopCut_significant_meanUPandDOWN"	"PEBBA_score_meanUPandDOWN"	"TopCut_highestMinuslogP_minUPandDOWN"	"maximum_MinuslogP_maxUPandDOWN"	"sum_MinuslogP_maxUPandDOWN"	"times_significant_maxUPandDOWN"	"FirstTopCut_significant_minUPandDOWN"	"PEBBA_score_maxUPandDOWN"	"TopCut_highestMinuslogP_up"	"maximum_MinuslogP_up"	"sum_MinuslogP_up"	"times_significant_up"	"FirstTopCut_significant_up"	"PEBBA_score_up"	"TopCut_highestMinuslogP_down"	"maximum_MinuslogP_down"	"sum_MinuslogP_down"	"times_significant_down"	"FirstTopCut_significant_down"	"PEBBA_score_down"	"TopCut_highestMinuslogP_any"	"maximum_MinuslogP_any"	"sum_MinuslogP_any"	"times_significant_any"	"FirstTopCut_significant_any"	"PEBBA_score_any"
"Nitric oxide stimulates guanylate cyclase"	450	0.0563098633968081	0.224039822499484	0	0	0.0175418735224042	450	0.0563098633968081	0.262983233546728	0	0	0.0175418735224042	450	0.0563098633968081	0.224039822499484	0	0	0.0175418735224042	1150	0.0351383034562721	0.262983233546728	0	0	0.00786308898451562	650	0.136579924902789	0.746817819397522	0	0	0.0359664890904687
"NOD1slash2 Signaling Pathway"	600	0.455966024416541	2.28991864717142	0	0	0.106150374589974	300	0.455966024416541	2.28991864717142	0	0	0.106150374589974	600	0.455966024416541	2.28991864717142	0	0	0.106150374589974	300	0.0999198552868357	0.606516688968139	0	0	0.034805378018312	250	0.181924785662524	0.906378578023169	0	0	0.0644428561978274
"Nonhomologous End_Joining NHEJ"	100	0.507149054901901	1.63923039498071	0	0	0.198894999279857	100	0.507149054901901	1.63923039498071	0	0	0.198894999279857	100	0.507149054901901	1.63923039498071	0	0	0.198894999279857	200	0.156330750534961	0.847128585264745	0	0	0.0599465356968862	700	0.282845421535868	3.01097933307505	0	0	0.0675755706260416
"Non_integrin membrane_ECM interactions"	350	0.527536151523253	3.82267861640046	0	0	0.142796053892757	350	0.527536151523253	3.82267861640046	0	0	0.142796053892757	350	0.527536151523253	3.82267861640046	0	0	0.142796053892757	1350	0.00925245522726365	0.032418299856981	0	0	0.00197032963313161	1300	0.00334374202348208	0.0105571556290201	0	0	0.000724811807339429
"Nonsense Mediated Decay NMD independent of the Exon Junction Complex EJC"	900	0.001114740705552	0.00507060855839221	0	0	0.000278529903234709	100	0.001114740705552	0.00507060855839221	0	0	0.000278529903234709	900	0.001114740705552	0.00507060855839221	0	0	0.000278529903234709	100	0	0	0	0	0	1500	2.37017944464661	33.6377884529775	0.896551724137931	100	0.186033068949109
"NoRC negatively regulates rRNA expression"	450	0.0563098633968081	0.313930701575832	0	0	0.0175418735224042	150	0.155924595202395	1.25104358948342	0	0	0.0648956632221465	450	0.0563098633968081	0.313930701575832	0	0	0.0175418735224042	150	0.155924595202395	1.25104358948342	0	0	0.0648956632221465	150	0.362187432451618	2.31242805563305	0	0	0.136576615928835
"Norepinephrine Neurotransmitter Release Cycle"	700	0.0184254950519611	0.0533580889873984	0	0	0.00500768753760438	100	0.0184254950519611	0.0533580889873984	0	0	0.00500768753760438	700	0.0184254950519611	0.0533580889873984	0	0	0.00500768753760438	100	0	0	0	0	0	800	0.132276691916798	0.633102841288339	0	0	0.0323635382914575
"NOTCH1 Intracellular Domain Regulates Transcription"	200	0.175708252974244	0.751709132498766	0	0	0.0667452619678917	150	0.192252277835408	1.43018975687421	0	0	0.0786163456884365	200	0.175708252974244	0.751709132498766	0	0	0.0667452619678917	150	0.192252277835408	1.43018975687421	0	0	0.0786163456884365	150	0.688952181969357	7.13539724627069	0	0	0.223800086673106
"NOTCH2 Activation and Transmission of Signal to the Nucleus"	250	0.185891243252413	0.69574119241226	0	0	0.0657214173351179	150	0.248346499126852	1.35234276021581	0	0	0.0988474708936614	250	0.185891243252413	0.69574119241226	0	0	0.0657214173351179	150	0.248346499126852	1.35234276021581	0	0	0.0988474708936614	100	0.975458182637225	6.80911420708154	0.0344827586206897	100	0.31149021491897
"NRAGE signals death through JNK"	1100	0.372871572258422	3.58437014368448	0	0	0.0721040935620221	200	0.372871572258422	3.58437014368448	0	0	0.0721040935620221	1100	0.372871572258422	3.58437014368448	0	0	0.0721040935620221	200	0.161999613171234	1.15542996699534	0	0	0.0619491451856358	1100	0.0125620678684898	0.0548981966153122	0	0	0.00289195727198988
"NRIF signals cell death from the nucleus"	250	0.185891243252413	0.69574119241226	0	0	0.0657214173351179	100	0.185891243252413	0.69574119241226	0	0	0.0657214173351179	250	0.185891243252413	0.69574119241226	0	0	0.0657214173351179	100	0	0	0	0	0	100	1.07448159118659	8.13413721162115	0.0344827586206897	100	0.329262633532621
"NS1 Mediated Effects on Host Pathways"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	350	0.0712817261211173	0.738104883367302	0	0	0.0239653756475676	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	1500	0.0676320802291537	0.738104883367302	0	0	0.0134200602867879	1050	0.0133193814291793	0.0710251730121759	0	0	0.0031202630651844
"Nuclear Envelope Breakdown"	150	0.323889373229566	1.1320813400788	0	0	0.124360211327394	150	0.323889373229566	1.1320813400788	0	0	0.124360211327394	150	0.323889373229566	1.1320813400788	0	0	0.124360211327394	800	0.0501842618712656	0.66414424071718	0	0	0.0127848416780313	200	0.174647033042266	1.24596961638235	0	0	0.0663763259552705
"Nuclear Events kinase and transcription factor activation"	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	300	0.110204083404141	0.989503852842666	0	0	0.0381942644111041	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	300	0.110204083404141	0.989503852842666	0	0	0.0381942644111041	150	0.637073116055647	3.64204610786131	0	0	0.2117824823493
"Nuclear import of Rev protein"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	350	0.0712817261211173	0.77765268102437	0	0	0.0239653756475676	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	1500	0.0676320802291537	0.77765268102437	0	0	0.0134200602867879	1300	0.00334374202348208	0.0105571556290201	0	0	0.000724811807339429
"Nuclear Pore Complex NPC Disassembly"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	350	0.0712817261211173	0.77765268102437	0	0	0.0239653756475676	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	1500	0.0676320802291537	0.77765268102437	0	0	0.0134200602867879	1300	0.00334374202348208	0.0105571556290201	0	0	0.000724811807339429
"Nuclear Receptor transcription pathway"	700	0.0184254950519611	0.0533580889873984	0	0	0.00500768753760438	200	0.265550300954061	1.66490834877925	0	0	0.0966012832002788	700	0.0184254950519611	0.0533580889873984	0	0	0.00500768753760438	200	0.265550300954061	1.66490834877925	0	0	0.0966012832002788	400	0.348209862488487	2.8004156091062	0	0	0.0980164306349623
"Nuclear signaling by ERBB4"	250	0.185891243252413	0.700055123199327	0	0	0.0657214173351179	250	0.185891243252413	0.700055123199327	0	0	0.0657214173351179	250	0.185891243252413	0.700055123199327	0	0	0.0657214173351179	950	0.0368374054957634	0.250198668706666	0	0	0.00885970835268578	500	0.108068023077513	0.658924117864647	0	0	0.031653680205939
"Nucleosome assembly"	1050	0.000862341850469868	0.00205150238787035	0	0	0.000203277088934648	900	0.0318745142587768	0.264979149391573	0	0	0.00784296913219359	1050	0.000862341850469868	0.00205150238787035	0	0	0.000203277088934648	900	0.0318745142587768	0.264979149391573	0	0	0.00784296913219359	200	0.475825122860227	2.87692843810969	0	0	0.156832796142211
"Nucleotide_binding domain leucine rich repeat containing receptor NLR signaling pathways"	600	0.753682599967877	11.22165671695	0.103448275862069	600	0.15346321476592	300	0.753682599967877	11.22165671695	0.103448275862069	0	0.15346321476592	600	0.753682599967877	11.22165671695	0.103448275862069	600	0.15346321476592	300	0.0672597649637281	0.342175395956433	0	0	0.0238091099480385	250	0.116878988544982	0.941162363934223	0	0	0.0427358455262555
"Nucleotide_like purinergic receptors"	100	0.604736065499167	1.9375975283563	0	0	0.226890713228622	100	1.76896883777282	21.4024656760665	0.517241379310345	0	0.226890713228622	100	0.604736065499167	1.9375975283563	0	0	0.226890713228622	900	1.76896883777282	21.4024656760665	0.517241379310345	750	0.207372819910546	1300	0.00334374202348208	0.0105571556290201	0	0	0.000724811807339429
"O_glycosylation of TSR domain_containing proteins"	850	0.194048312766379	1.37907815217667	0	0	0.0450473685269825	100	0.442221180721719	2.08200205463293	0	0	0.178696256325967	850	0.194048312766379	1.37907815217667	0	0	0.0450473685269825	100	0.442221180721719	2.08200205463293	0	0	0.178696256325967	300	0.289495661548791	2.18966032038887	0	0	0.0920037645190055
"O_linked glycosylation of mucins"	100	0.596449989910367	1.93157288431152	0	0	0.22461830737284	100	0.596449989910367	1.93157288431152	0	0	0.22461830737284	100	0.596449989910367	1.93157288431152	0	0	0.22461830737284	1100	0.0313491513551788	0.259030398669346	0	0	0.00714976701639462	600	0.0576418749791572	0.305218690224605	0	0	0.0162377776315611
"Oncogene Induced Senescence"	300	0.148304795339324	0.499798686166305	0	0	0.050449907302048	100	0.426284816965317	1.7303421352126	0	0	0.173534825002886	300	0.148304795339324	0.499798686166305	0	0	0.050449907302048	100	0.426284816965317	1.7303421352126	0	0	0.173534825002886	150	1.17331326528071	10.4793117612296	0.172413793103448	100	0.310444444189874
"Opioid Signalling"	450	0.0377058623366771	0.190064934524474	0	0	0.0118551905127852	300	0.110204083404141	0.876106303383352	0	0	0.0381942644111041	450	0.0377058623366771	0.190064934524474	0	0	0.0118551905127852	300	0.110204083404141	0.876106303383352	0	0	0.0381942644111041	550	0.43263135864718	4.65368478357645	0	0	0.10498611461876
"Orc1 removal from chromatin"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0501842618712656	0.655105762060469	0	0	0.0127848416780313	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	800	0.0501842618712656	0.655105762060469	0	0	0.0127848416780313	100	1.11191933311082	7.07145371878224	0.0344827586206897	100	0.335536482858884
"Other semaphorin interactions"	1300	0.0000858119173979235	0.000219386931052546	0	0	0.0000186314798225708	1200	0.0223784687804792	0.121835190295165	0	0	0.00495730836647428	1300	0.0000858119173979235	0.000219386931052546	0	0	0.0000186314798225708	1200	0.0223784687804792	0.121835190295165	0	0	0.00495730836647428	1450	0.00174170763967047	0.00311327566534717	0	0	0.000361945259724668
"Oxidative Stress Induced Senescence"	400	0.0585353138167231	0.324210837052265	0	0	0.0189516887452521	100	0.248860220756543	1.02217575026912	0	0	0.110155524950121	400	0.0585353138167231	0.324210837052265	0	0	0.0189516887452521	100	0.248860220756543	1.02217575026912	0	0	0.110155524950121	100	0.735249570212028	4.17611028983699	0.0344827586206897	100	0.260307098186172
"Oxygen_dependent proline hydroxylation of Hypoxia_inducible Factor Alpha"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	100	0.432520774977552	1.85555453121178	0	0	0.175564313646888	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	100	0.432520774977552	1.85555453121178	0	0	0.175564313646888	100	1.36305598982502	10.5098654341139	0.172413793103448	100	0.372061189251124
"p130Cas linkage to MAPK signaling for integrins"	100	0	0	0	0	0	100	0.432520774977552	1.86949019704114	0	0	0.175564313646888	100	0	0	0	0	0	100	0.432520774977552	1.86949019704114	0	0	0.175564313646888	750	0.0694851177790957	0.289909265451961	0	0	0.0179547835778905
"p53_Dependent G1 DNA Damage Response"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0441016503682966	0.54038103294704	0	0	0.0112692003529244	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	800	0.0441016503682966	0.54038103294704	0	0	0.0112692003529244	100	0.546132117656936	3.82933058355751	0	0	0.210407147166335
"p53_Dependent G1slashS DNA damage checkpoint"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0441016503682966	0.54038103294704	0	0	0.0112692003529244	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	800	0.0441016503682966	0.54038103294704	0	0	0.0112692003529244	100	0.546132117656936	3.82933058355751	0	0	0.210407147166335
"p53_Independent DNA Damage Response"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0501842618712656	0.559714286571487	0	0	0.0127848416780313	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	800	0.0501842618712656	0.559714286571487	0	0	0.0127848416780313	100	0.561863803665629	4.79296525528645	0	0	0.214927283095772
"p53_Independent G1slashS DNA damage checkpoint"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0501842618712656	0.559714286571487	0	0	0.0127848416780313	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	800	0.0501842618712656	0.559714286571487	0	0	0.0127848416780313	100	0.561863803665629	4.79296525528645	0	0	0.214927283095772
"p75 NTR receptor_mediated signalling"	950	0.752083235759738	6.74856756752126	0.0344827586206897	950	0.129492814467157	100	0.752083235759738	6.74856756752126	0.0344827586206897	0	0.129492814467157	950	0.752083235759738	6.74856756752126	0.0344827586206897	950	0.129492814467157	100	0.248860220756543	1.59966551173313	0	0	0.110155524950121	100	0.744169041707355	3.92075464825014	0.0344827586206897	100	0.262435525855649
"p75NTR signals via NF_kB"	950	0.0601833715441398	0.29351729693526	0	0	0.0143079817801362	100	0.432520774977552	2.00031511859442	0	0	0.175564313646888	950	0.0601833715441398	0.29351729693526	0	0	0.0143079817801362	100	0.432520774977552	2.00031511859442	0	0	0.175564313646888	100	0.985916846952085	7.21695928980519	0.0344827586206897	100	0.31345150138512
"Packaging Of Telomere Ends"	1050	0.000862341850469868	0.00205150238787035	0	0	0.000203277088934648	1050	0.0188919587483615	0.0805569703606831	0	0	0.00419224869804435	1050	0.000862341850469868	0.00205150238787035	0	0	0.000203277088934648	1200	0.0188919587483615	0.0805569703606831	0	0	0.00419224869804435	100	0	0	0	0	0
"Pausing and recovery of HIV elongation"	650	0.0284745759093243	0.10247801308915	0	0	0.00790897834664147	150	0.216221479011841	1.33026330572298	0	0	0.0874001933097931	650	0.0284745759093243	0.10247801308915	0	0	0.00790897834664147	150	0.216221479011841	1.33026330572298	0	0	0.0874001933097931	100	0.392349301788387	5.06889360936459	0	0	0.162265934738841
"Pausing and recovery of Tat_mediated HIV elongation"	650	0.0284745759093243	0.10247801308915	0	0	0.00790897834664147	150	0.219272168844488	1.33582072525651	0	0	0.0885031329980381	650	0.0284745759093243	0.10247801308915	0	0	0.00790897834664147	150	0.219272168844488	1.33582072525651	0	0	0.0885031329980381	100	0.395449286792083	5.20802037231243	0	0	0.163311284155488
"PCNA_Dependent Long Patch Base Excision Repair"	750	0.0166514691987331	0.0349325939354373	0	0	0.00441703934786319	350	0.0913475433705916	0.778205158611243	0	0	0.0304091802554487	750	0.0166514691987331	0.0349325939354373	0	0	0.00441703934786319	350	0.0913475433705916	0.778205158611243	0	0	0.0304091802554487	1400	0.00187211393084763	0.0049853895961948	0	0	0.000394453345329305
"PCPslashCE pathway"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0501842618712656	0.576747927489215	0	0	0.0127848416780313	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	800	0.0501842618712656	0.576747927489215	0	0	0.0127848416780313	100	0.495640845330799	3.97695903005881	0	0	0.195409804115016
"PD_1 signaling"	1350	0.000054589832295894	0.000133575013654623	0	0	0.0000116785627603201	100	0.432520774977552	2.19816217909142	0	0	0.175564313646888	1350	0.000054589832295894	0.000133575013654623	0	0	0.0000116785627603201	100	0.432520774977552	2.19816217909142	0	0	0.175564313646888	250	0.872804470144647	11.6346839334561	0.137931034482759	250	0.225567774611465
"Peptide chain elongation"	900	0.001114740705552	0.00507060855839221	0	0	0.000278529903234709	100	0.001114740705552	0.00507060855839221	0	0	0.000278529903234709	900	0.001114740705552	0.00507060855839221	0	0	0.000278529903234709	100	0	0	0	0	0	1500	2.79238633275012	41.1805114024562	1	100	0.192638701202378
"Peptide hormone metabolism"	150	0.319415227399203	1.19921900346748	0	0	0.12290227531281	150	0.319415227399203	1.41323182832039	0	0	0.12290227531281	150	0.319415227399203	1.19921900346748	0	0	0.12290227531281	150	0.195564469128387	1.41323182832039	0	0	0.0798427172153744	1100	0.0125620678684898	0.0940420650318746	0	0	0.00289195727198988
"PERK regulates gene expression"	300	0.149715844610924	0.500894084610204	0	0	0.0508948858593281	300	0.149715844610924	0.605356788677545	0	0	0.0508948858593281	300	0.149715844610924	0.500894084610204	0	0	0.0508948858593281	800	0.0501842618712656	0.605356788677545	0	0	0.0127848416780313	100	0.457101487388682	2.37202225050242	0	0	0.183441958247924
"Peroxisomal lipid metabolism"	500	0.0379605494643854	0.165051336664632	0	0	0.01151059837972	250	0.111642730528153	0.952120557646189	0	0	0.040926225851692	500	0.0379605494643854	0.165051336664632	0	0	0.01151059837972	250	0.111642730528153	0.952120557646189	0	0	0.040926225851692	450	0.126160641200246	0.994254600468721	0	0	0.0379732781204591
"Phase 0 _ rapid depolarisation"	1200	0.000164543472387711	0.000501514019620846	0	0	0.0000368562255158149	1150	0.0287103299520825	0.160095154278925	0	0	0.0064452382397078	1200	0.000164543472387711	0.000501514019620846	0	0	0.0000368562255158149	1150	0.0287103299520825	0.160095154278925	0	0	0.0064452382397078	100	0	0	0	0	0
"Phase 1 _ Functionalization of compounds"	100	0.596449989910367	2.21619314806831	0	0	0.22461830737284	100	0.596449989910367	2.21619314806831	0	0	0.22461830737284	100	0.596449989910367	2.21619314806831	0	0	0.22461830737284	100	0.432520774977552	2.03509984674836	0	0	0.175564313646888	150	0.332894925248491	1.71411574413774	0	0	0.127275037726094
"Phase 1 _ inactivation of fast Na+ channels"	1200	0.000164543472387711	0.000501514019620846	0	0	0.0000368562255158149	1200	0.0252490457586111	0.0719610965792501	0	0	0.00518584501743014	1200	0.000164543472387711	0.000501514019620846	0	0	0.0000368562255158149	1450	0.0252490457586111	0.0719610965792501	0	0	0.00518584501743014	100	0	0	0	0	0
"Phase 2 _ plateau phase"	1200	0.000164543472387711	0.000501514019620846	0	0	0.0000368562255158149	1200	0.0252490457586111	0.0719610965792501	0	0	0.00518584501743014	1200	0.000164543472387711	0.000501514019620846	0	0	0.0000368562255158149	1450	0.0252490457586111	0.0719610965792501	0	0	0.00518584501743014	100	0	0	0	0	0
"Phase 4 _ resting membrane potential"	100	0	0	0	0	0	100	0.248346499126852	1.51609410482751	0	0	0.0988474708936614	100	0	0	0	0	0	150	0.248346499126852	1.51609410482751	0	0	0.0988474708936614	1350	0.00222802400934327	0.00721341360553806	0	0	0.000476130102547075
"Phospholipase C_mediated cascade: FGFR1"	450	0.0563098633968081	0.231635827348955	0	0	0.0175418735224042	450	0.0563098633968081	0.492434274677882	0	0	0.0175418735224042	450	0.0563098633968081	0.231635827348955	0	0	0.0175418735224042	800	0.0478846736446742	0.492434274677882	0	0	0.0122129228569631	150	0.362187432451618	2.02784467370413	0	0	0.136576615928835
"Phospholipase C_mediated cascade FGFR2"	450	0.0563098633968081	0.224039822499484	0	0	0.0175418735224042	450	0.0563098633968081	0.490110230650653	0	0	0.0175418735224042	450	0.0563098633968081	0.224039822499484	0	0	0.0175418735224042	800	0.0478846736446742	0.490110230650653	0	0	0.0122129228569631	150	0.361878406591073	2.01721579068792	0	0	0.136479902737864
"Phospholipase C_mediated cascade FGFR3"	450	0.0563098633968081	0.224039822499484	0	0	0.0175418735224042	450	0.0563098633968081	0.490110230650653	0	0	0.0175418735224042	450	0.0563098633968081	0.224039822499484	0	0	0.0175418735224042	800	0.0478846736446742	0.490110230650653	0	0	0.0122129228569631	150	0.361878406591073	2.01721579068792	0	0	0.136479902737864
"Phospholipase C_mediated cascade FGFR4"	450	0.0563098633968081	0.224039822499484	0	0	0.0175418735224042	450	0.0563098633968081	0.447518643474741	0	0	0.0175418735224042	450	0.0563098633968081	0.224039822499484	0	0	0.0175418735224042	850	0.0451400969718449	0.447518643474741	0	0	0.0112723055205916	150	0.361878406591073	2.00009661993707	0	0	0.136479902737864
"Phosphorylation of CD3 and TCR zeta chains"	250	0.185891243252413	0.69574119241226	0	0	0.0657214173351179	100	0.432520774977552	2.19816217909142	0	0	0.175564313646888	250	0.185891243252413	0.69574119241226	0	0	0.0657214173351179	100	0.432520774977552	2.19816217909142	0	0	0.175564313646888	250	0.872804470144647	7.53203012555432	0.0689655172413793	250	0.225567774611465
"Phosphorylation of the APCslashC"	100	0	0	0	0	0	100	0.432520774977552	3.18114061506432	0	0	0.175564313646888	100	0	0	0	0	0	100	0.432520774977552	3.18114061506432	0	0	0.175564313646888	850	0.0378288936685302	0.164326827301048	0	0	0.0094809211534049
"phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex"	100	0	0	0	0	0	100	0.117364319767956	1.04025268937352	0	0	0.0296203023879786	100	0	0	0	0	0	750	0.117364319767956	1.04025268937352	0	0	0.0296203023879786	100	0.546132117656936	2.66435426948418	0	0	0.210407147166335
"PI3K Cascade"	100	0.404328080397466	1.19680555623981	0	0	0.166287441876076	100	0.404328080397466	1.19680555623981	0	0	0.166287441876076	100	0.404328080397466	1.19680555623981	0	0	0.166287441876076	250	0.080836676446158	0.74355923310569	0	0	0.0300858208008926	550	0.376287952719138	4.38054484865078	0	0	0.093744651681273
"PI3K events in ERBB2 signaling"	100	0	0	0	0	0	100	0.0351383034562721	0.199448934997347	0	0	0.00786308898451562	100	0	0	0	0	0	1150	0.0351383034562721	0.199448934997347	0	0	0.00786308898451562	550	0.200755310437922	1.10551997795751	0	0	0.0543725280620888
"PI3KslashAKT Signaling in Cancer"	100	0.660312321630782	1.99317378448791	0	0	0.241655032077252	100	0.660312321630782	1.99317378448791	0	0	0.241655032077252	100	0.660312321630782	1.99317378448791	0	0	0.241655032077252	350	0.0544895702933239	0.599128960347078	0	0	0.0184725806570585	150	0.231701279394881	2.10782246553161	0	0	0.0929621075318044
"PI5P PP2A and IER3 Regulate PI3KslashAKT Signaling"	100	0.660312321630782	1.99317378448791	0	0	0.241655032077252	100	0.660312321630782	1.99317378448791	0	0	0.241655032077252	100	0.660312321630782	1.99317378448791	0	0	0.241655032077252	100	0.322925809779028	1.65218066911881	0	0	0.137986215929679	100	0.339901221718377	1.93964309368883	0	0	0.144079683157729
"PI Metabolism"	400	0.0420326392217805	0.225195106961983	0	0	0.0137205052267323	250	0.0810170425539024	0.668448161502075	0	0	0.0301502670255921	400	0.0420326392217805	0.225195106961983	0	0	0.0137205052267323	250	0.0810170425539024	0.668448161502075	0	0	0.0301502670255921	800	0.349283536521526	3.15964408728072	0	0	0.0770046905652968
"PinkslashParkin Mediated Mitophagy"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0415809701379728	0.388962302876566	0	0	0.0106384002711124	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	800	0.0415809701379728	0.388962302876566	0	0	0.0106384002711124	100	0.879341523690085	6.89697149856725	0.0344827586206897	100	0.292471936827249
"PIWI_interacting RNA piRNA biogenesis"	500	0.0379605494643854	0.165051336664632	0	0	0.01151059837972	150	0.248346499126852	1.53293443922362	0	0	0.0988474708936614	500	0.0379605494643854	0.165051336664632	0	0	0.01151059837972	150	0.248346499126852	1.53293443922362	0	0	0.0988474708936614	100	0.510888143797809	5.33850657227446	0	0	0.200018755423244
"PKA activation"	650	0.0284745759093243	0.127090787200246	0	0	0.00790897834664147	100	0.0284745759093243	0.127090787200246	0	0	0.00790897834664147	650	0.0284745759093243	0.127090787200246	0	0	0.00790897834664147	100	0	0	0	0	0	100	0	0	0	0	0
"PKA activation in glucagon signalling"	650	0.0284745759093243	0.127090787200246	0	0	0.00790897834664147	100	0.0284745759093243	0.127090787200246	0	0	0.00790897834664147	650	0.0284745759093243	0.127090787200246	0	0	0.00790897834664147	100	0	0	0	0	0	100	0	0	0	0	0
"PKA_mediated phosphorylation of CREB"	650	0.0284745759093243	0.127090787200246	0	0	0.00790897834664147	100	0.0284745759093243	0.127090787200246	0	0	0.00790897834664147	650	0.0284745759093243	0.127090787200246	0	0	0.00790897834664147	100	0	0	0	0	0	150	0.475660875600586	2.76316124370239	0	0	0.170143462869125
"PKB_mediated events"	1050	0.000862341850469868	0.00271001404249529	0	0	0.000203277088934648	850	0.0451400969718449	0.471840455350785	0	0	0.0112723055205916	1050	0.000862341850469868	0.00271001404249529	0	0	0.000203277088934648	850	0.0451400969718449	0.471840455350785	0	0	0.0112723055205916	800	0.349283536521526	4.76163915018121	0	0	0.0770046905652968
"PKMTs methylate histone lysines"	250	0.182805027554306	0.682798839384517	0	0	0.0647270343005457	250	0.182805027554306	0.682798839384517	0	0	0.0647270343005457	250	0.182805027554306	0.682798839384517	0	0	0.0647270343005457	950	0.0194613441249556	0.136827547349479	0	0	0.00472126834435774	200	0.22302874109303	1.31779534230005	0	0	0.0828046655300025
"Platelet Aggregation Plug Formation"	1050	0.000862341850469868	0.00271001404249529	0	0	0.000203277088934648	100	0.432520774977552	2.96214345990656	0	0	0.175564313646888	1050	0.000862341850469868	0.00271001404249529	0	0	0.000203277088934648	100	0.432520774977552	2.96214345990656	0	0	0.175564313646888	250	0.207473504489137	1.30945415937225	0	0	0.0725901393427106
"Platelet calcium homeostasis"	250	0.185891243252413	0.708206824955402	0	0	0.0657214173351179	100	0.185891243252413	0.708206824955402	0	0	0.0657214173351179	250	0.185891243252413	0.708206824955402	0	0	0.0657214173351179	100	0	0	0	0	0	800	0.0490305256695575	0.21205675749015	0	0	0.0124980662463483
"Platelet homeostasis"	250	0.124983860911957	0.549996529058218	0	0	0.0455182236754896	250	0.124983860911957	0.785694997890518	0	0	0.0455182236754896	250	0.124983860911957	0.549996529058218	0	0	0.0455182236754896	300	0.0672597649637281	0.785694997890518	0	0	0.0238091099480385	100	0.319981629796881	1.59058791648635	0	0	0.136918811649239
"Platelet sensitization by LDL"	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	400	0.117364319767956	1.13853570927307	0	0	0.0296203023879786	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	750	0.117364319767956	1.13853570927307	0	0	0.0296203023879786	100	0.544013597529043	3.39410738238079	0	0	0.209792988554724
"PLC beta mediated events"	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	300	0.110204083404141	0.855241632006745	0	0	0.0381942644111041	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	300	0.110204083404141	0.855241632006745	0	0	0.0381942644111041	150	0.3465319196313	2.08315400201487	0	0	0.131639252827259
"PLC_gamma1 signalling"	450	0.0563098633968081	0.233826832604583	0	0	0.0175418735224042	450	0.0563098633968081	0.515193855798956	0	0	0.0175418735224042	450	0.0563098633968081	0.233826832604583	0	0	0.0175418735224042	800	0.0501842618712656	0.515193855798956	0	0	0.0127848416780313	150	0.362187432451618	2.0692730321027	0	0	0.136576615928835
"Polo_like kinase mediated events"	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0	300	0.242044897341006	1.62679284089406	0	0	0.0786878003865338
"Positive epigenetic regulation of rRNA expression"	450	0.0377058623366771	0.131504078955926	0	0	0.0118551905127852	150	0.157109801200866	1.22091876277284	0	0	0.0653512164167027	450	0.0377058623366771	0.131504078955926	0	0	0.0118551905127852	150	0.157109801200866	1.22091876277284	0	0	0.0653512164167027	200	0.437797575189151	2.78722483483077	0	0	0.14685675679098
