term,TopCut_highestMinuslogP_up,maximum_MinuslogP_up,sum_MinuslogP_up,times_significant_up,FirstTopCut_significant_up,PEBBA_score_up
EGFR interacts with phospholipase C_gamma,100,-0.0,0.0,0.0,0,0.0
DAG and IP3 signaling,100,-0.0,0.0,0.0,0,0.0
PLC_gamma1 signalling,100,-0.0,0.0,0.0,0,0.0
CaM pathway,100,-0.0,0.0,0.0,0,0.0
Calmodulin induced events,100,-0.0,0.0,0.0,0,0.0
Ca_dependent events,100,-0.0,0.0,0.0,0,0.0
PLC beta mediated events,100,-0.0,0.0,0.0,0,0.0
G_protein mediated events,100,-0.0,0.0,0.0,0,0.0
PKA_mediated phosphorylation of CREB,100,-0.0,0.0,0.0,0,0.0
PKA activation,100,-0.0,0.0,0.0,0,0.0
PKA activation in glucagon signalling,100,-0.0,0.0,0.0,0,0.0
The phototransduction cascade,100,-0.0,0.0,0.0,0,0.0
Inactivation recovery and regulation of the phototransduction cascade,100,-0.0,0.0,0.0,0,0.0
Smooth Muscle Contraction,100,-0.0,0.0,0.0,0,0.0
Striated Muscle Contraction,100,-0.0,0.0,0.0,0,0.0
Ion homeostasis,1150,0.4974262681961858,3.8812332026510936,0.0,0,0.08924881738866436
Ion transport by P_type ATPases,1500,0.22989479564991924,0.6193994944428495,0.0,0,0.04214724125173932
Platelet calcium homeostasis,100,-0.0,0.0,0.0,0,0.0
Elevation of cytosolic Ca2+ levels,100,-0.0,0.0,0.0,0,0.0
Platelet homeostasis,100,-0.0,0.0,0.0,0,0.0
Nitric oxide stimulates guanylate cyclase,100,-0.0,0.0,0.0,0,0.0
cGMP effects,100,-0.0,0.0,0.0,0,0.0
Phase 2 _ plateau phase,100,-0.0,0.0,0.0,0,0.0
Phase 1 _ inactivation of fast Na+ channels,100,-0.0,0.0,0.0,0,0.0
Phase 0 _ rapid depolarisation,100,-0.0,0.0,0.0,0,0.0
NCAM1 interactions,100,-0.0,0.0,0.0,0,0.0
Class Cslash3 Metabotropic glutamateslashpheromone receptors,100,-0.0,0.0,0.0,0,0.0
Chemokine receptors bind chemokines,100,-0.0,0.0,0.0,0,0.0
Nucleotide_like purinergic receptors,100,-0.0,0.0,0.0,0,0.0
Eicosanoid ligand_binding receptors,100,-0.0,0.0,0.0,0,0.0
Amine ligand_binding receptors,100,-0.0,0.0,0.0,0,0.0
eNOS activation and regulation,100,-0.0,0.0,0.0,0,0.0
Metabolism of nitric oxide,100,-0.0,0.0,0.0,0,0.0
Scavenging by Class A Receptors,100,-0.0,0.0,0.0,0,0.0
Chylomicron_mediated lipid transport,100,-0.0,0.0,0.0,0,0.0
Lipoprotein metabolism,100,-0.0,0.0,0.0,0,0.0
HDL_mediated lipid transport,100,-0.0,0.0,0.0,0,0.0
Lipid digestion mobilization and transport,750,0.460298780269238,4.4603133323114,0.0,0,0.0986742843888768
Hormone_sensitive lipase HSL_mediated triacylglycerol hydrolysis,750,0.460298780269238,4.082488314008605,0.0,0,0.0986742843888768
Digestion of dietary lipid,100,-0.0,0.0,0.0,0,0.0
Inositol phosphate metabolism,100,-0.0,0.0,0.0,0,0.0
Synthesis of IP3 and IP4 in the cytosol,100,-0.0,0.0,0.0,0,0.0
Synthesis of PIPs at the plasma membrane,100,-0.0,0.0,0.0,0,0.0
PI Metabolism,100,-0.0,0.0,0.0,0,0.0
Synthesis of PIPs at the Golgi membrane,100,-0.0,0.0,0.0,0,0.0
p75 NTR receptor_mediated signalling,950,0.7067543167878418,5.4651540448359945,0.034482758620689655,950,0.12413811661922114
Cell death signalling via NRAGE NRIF and NADE,950,0.6001699306496694,5.4417119091323345,0.0,0,0.11054844003166003
NRAGE signals death through JNK,850,0.3049817136332997,2.0551501805301298,0.0,0,0.06713440452873398
G alpha 12slash13 signalling events,100,-0.0,0.0,0.0,0,0.0
Signaling by Hippo,850,0.058433225574608255,0.1151943140588795,0.0,0,0.014496009699630587
Apoptotic execution  phase,100,-0.0,0.0,0.0,0,0.0
Apoptotic cleavage of cellular proteins,100,-0.0,0.0,0.0,0,0.0
Mitochondrial protein import,100,-0.0,0.0,0.0,0,0.0
TGF_beta receptor signaling in EMT epithelial to mesenchymal transition,100,-0.0,0.0,0.0,0,0.0
TGF_beta receptor signaling activates SMADs,650,0.29178749412191046,1.2162905793335237,0.0,0,0.07129794585740941
Downregulation of TGF_beta receptor signaling,100,-0.0,0.0,0.0,0,0.0
Signaling by BMP,100,-0.0,0.0,0.0,0,0.0
Signaling by NODAL,750,0.010650068958108109,0.014462587752451926,0.0,0,0.0028335530769580054
Inflammasomes,950,0.7067543167878418,11.240163421345562,0.034482758620689655,950,0.12413811661922114
Ligand_gated ion channel transport,100,-0.0,0.0,0.0,0,0.0
ROS RNS production in response to bacteria,100,-0.0,0.0,0.0,0,0.0
Insulin receptor recycling,100,-0.0,0.0,0.0,0,0.0
Transferrin endocytosis and recycling,950,0.0842184024665972,0.10925427168823179,0.0,0,0.01978575020890142
Iron uptake and transport,950,0.06671622006973654,0.06671622006973654,0.0,0,0.015809921287932797
TRP channels,100,-0.0,0.0,0.0,0,0.0
Effects of PIP2 hydrolysis,100,-0.0,0.0,0.0,0,0.0
Synthesis of PC,100,-0.0,0.0,0.0,0,0.0
Synthesis of PA,100,-0.0,0.0,0.0,0,0.0
Acyl chain remodelling of PG,100,-0.0,0.0,0.0,0,0.0
Acyl chain remodelling of PC,100,-0.0,0.0,0.0,0,0.0
Acyl chain remodelling of PE,100,-0.0,0.0,0.0,0,0.0
Acyl chain remodelling of PS,800,0.16820536699377153,0.5045642940633647,0.0,0,0.04043951999631555
Acyl chain remodelling of PI,100,-0.0,0.0,0.0,0,0.0
Mitochondrial Fatty Acid Beta_Oxidation,100,-0.0,0.0,0.0,0,0.0
Diseases of metabolism,750,0.18513620930179156,0.5382652032949939,0.0,0,0.04520631640073211
Defects in vitamin and cofactor metabolism,100,-0.0,0.0,0.0,0,0.0
Cobalamin Cbl vitamin B12 transport and metabolism,100,-0.0,0.0,0.0,0,0.0
Metabolism of water_soluble vitamins and cofactors,100,-0.0,0.0,0.0,0,0.0
Metabolism of folate and pterines,100,-0.0,0.0,0.0,0,0.0
Sulfur amino acid metabolism,100,-0.0,0.0,0.0,0,0.0
Metabolism of steroid hormones,100,-0.0,0.0,0.0,0,0.0
Steroid hormones,100,-0.0,0.0,0.0,0,0.0
Amine_derived hormones,100,-0.0,0.0,0.0,0,0.0
Peroxisomal lipid metabolism,100,-0.0,0.0,0.0,0,0.0
Synthesis of very long_chain fatty acyl_CoAs,250,2.0483011393621577,18.035291021092544,0.3103448275862069,200,0.3374658494620558
Fatty Acyl_CoA Biosynthesis,450,1.0657254908449767,12.675256953511505,0.13793103448275862,250,0.21001437830257252
Triglyceride Biosynthesis,450,0.97851430955197,12.867612423600859,0.13793103448275862,300,0.1999573327707228
Transcriptional regulation of white adipocyte differentiation,100,-0.0,0.0,0.0,0,0.0
Mitochondrial biogenesis,100,-0.0,0.0,0.0,0,0.0
Transcriptional activation of mitochondrial biogenesis,100,-0.0,0.0,0.0,0,0.0
Circadian Clock,100,-0.0,0.0,0.0,0,0.0
BMAL1:CLOCKNPAS2 activates circadian gene expression,100,-0.0,0.0,0.0,0,0.0
RORA activates gene expression,100,-0.0,0.0,0.0,0,0.0
YAP1_ and WWTR1 TAZ_stimulated gene expression,100,-0.0,0.0,0.0,0,0.0
Regulation of cholesterol biosynthesis by SREBP SREBF,100,-0.0,0.0,0.0,0,0.0
Activation of gene expression by SREBF SREBP,100,-0.0,0.0,0.0,0,0.0
Cholesterol biosynthesis,100,-0.0,0.0,0.0,0,0.0
Nuclear Receptor transcription pathway,100,-0.0,0.0,0.0,0,0.0
Recycling of bile acids and salts,100,-0.0,0.0,0.0,0,0.0
Bile acid and bile salt metabolism,100,-0.0,0.0,0.0,0,0.0
Synthesis of bile acids and bile salts,100,-0.0,0.0,0.0,0,0.0
Synthesis of bile acids and bile salts via 7alpha_hydroxycholesterol,100,-0.0,0.0,0.0,0,0.0
Synthesis of bile acids and bile salts via 27_hydroxycholesterol,100,-0.0,0.0,0.0,0,0.0
Arachidonic acid metabolism,100,-0.0,0.0,0.0,0,0.0
Synthesis of Leukotrienes LT and Eoxins EX,100,-0.0,0.0,0.0,0,0.0
Fatty acids,100,-0.0,0.0,0.0,0,0.0
Endogenous sterols,100,-0.0,0.0,0.0,0,0.0
Cytochrome P450 _ arranged by substrate type,100,-0.0,0.0,0.0,0,0.0
Phase 1 _ Functionalization of compounds,750,0.08532507904769875,0.1481233822328046,0.0,0,0.02187609704938424
Xenobiotics,100,-0.0,0.0,0.0,0,0.0
Aflatoxin activation and detoxification,200,0.04052415623106478,0.0549867439835167,0.0,0,0.016450090943670188
Glutathione conjugation,200,2.2634516908872224,22.08361894479708,0.3793103448275862,200,0.3711391129257378
Glucuronidation,100,-0.0,0.0,0.0,0,0.0
Cytosolic sulfonation of small molecules,100,-0.0,0.0,0.0,0,0.0
Synthesis and interconversion of nucleotide di_ and triphosphates,100,-0.0,0.0,0.0,0,0.0
Detoxification of Reactive Oxygen Species,900,0.25676311984704614,0.7766653259342472,0.0,0,0.05661214223859312
Metabolism of porphyrins,100,-0.0,0.0,0.0,0,0.0
Purine metabolism,100,-0.0,0.0,0.0,0,0.0
Metabolism of nucleotides,100,-0.0,0.0,0.0,0,0.0
Pyrimidine metabolism,100,-0.0,0.0,0.0,0,0.0
Complex I biogenesis,100,-0.0,0.0,0.0,0,0.0
Respiratory electron transport,100,-0.0,0.0,0.0,0,0.0
Formation of ATP by chemiosmotic coupling,100,-0.0,0.0,0.0,0,0.0
Glyoxylate metabolism and glycine degradation,100,-0.0,0.0,0.0,0,0.0
Pyruvate metabolism,100,-0.0,0.0,0.0,0,0.0
Pyruvate metabolism and Citric Acid TCA cycle,100,-0.0,0.0,0.0,0,0.0
Citric acid cycle TCA cycle,100,-0.0,0.0,0.0,0,0.0
Histidine lysine phenylalanine tyrosine proline and tryptophan catabolism,100,-0.0,0.0,0.0,0,0.0
Mitochondrial tRNA aminoacylation,100,-0.0,0.0,0.0,0,0.0
tRNA Aminoacylation,100,-0.0,0.0,0.0,0,0.0
Cytosolic tRNA aminoacylation,100,-0.0,0.0,0.0,0,0.0
tRNA modification in the nucleus and cytosol,100,-0.0,0.0,0.0,0,0.0
Branched_chain amino acid catabolism,100,-0.0,0.0,0.0,0,0.0
Phase 4 _ resting membrane potential,100,-0.0,0.0,0.0,0,0.0
Mitochondrial translation initiation,100,-0.0,0.0,0.0,0,0.0
Mitochondrial translation termination,100,-0.0,0.0,0.0,0,0.0
Mitochondrial translation,100,-0.0,0.0,0.0,0,0.0
Mitochondrial translation elongation,100,-0.0,0.0,0.0,0,0.0
